"","reviewRating","reviewDate","reviewFormat","Verified_Purchase","reviewHeadline","reviewText"
"2096",5,"November 27, 2017","Color: Black",FALSE,"Best bluetooth headphones
            ","I love using these headphones bass is strong but not too out there cough cough beats what most people don’t understand is that these are ment to protrude true sound they set the equilizer on these to normal if you want more bass het an equilizer on the appstore or your sound app and turn up the bass these are prestene and high quality headphones 🎧 better than getting the quiet comfort you get the exact same sound quality on these than one the qc35s or the 25s the noise cancelling isnt electronic its acusic which means the noise is blocked out some from how the headphones are built and the rest is blocked out by the music comfort is exactly the same as qc35 you hardly notice they are on ur head and the drivers are angled so that they fit your ear more naturally. I recomend these headphones to everyone.
            "
"2097",5,"June 27, 2019","Color: Black",FALSE,"BOSE....what more can I say
            ","Absolutely the best Bluetooth headphones I have tried.  Makes my old SONY's sound bad.  My only wish is if I could Bluetooth 2 of these for friend/mate.  Is this possible?
            "
"2098",5,"May 11, 2018","Color: Black",FALSE,"they work great and are súper confortable
            ","Arrived on time, exactly as described. So far, they work great and are súper confortable.
            "
"2099",5,"December 4, 2016","Color: White",FALSE,"Five Stars
            ","These are perfectly awesome and don't hurt my ears because of the around the ears and great sound
            "
"2100",5,"September 9, 2017","Color: Black",FALSE,"Great comfort, supreme sound
            ","Great comfort, supreme sound, decent noise cancelling. Why buy the QC35 that only has more noise cancelling when you can buy this for 120 dollars less?
            "
"2101",5,"February 20, 2018","Color: White",FALSE,"Five Stars
            ","My husband loves these, he got them for Christmas. Now I can't keep them off his head...
            "
"2102",5,"January 23, 2018","Color: Black",FALSE,"i really like them
            ","these work great
            "
"2103",5,"July 25, 2019","Color: Black",TRUE,"Good quality
            ","You can feel the difference in quality
            "
"2104",5,"July 25, 2019","Color: Black",TRUE,"Great as expected.
            ","I have had them for over two weeks, I do love them, they stay charged for about 10 hours and I love the sound.
            "
"2105",5,"February 21, 2019","Color: Black",TRUE,"Solid for the price
            ","Everything about this is solid for the price
            "
"2106",5,"February 19, 2019","Color: White",TRUE,"Fidelity and comfort.
            ","Unbelievable fidelity for audiobooks or music. Excellent materials and construction. Wear it all day with comfort. Looks okay too.
            "
"2107",4,"February 18, 2019","Color: Black",FALSE,"Review
            ","Design and durability are the features I appreciate about this product. It is also lightweight and more comfortable than most on the market. Sound quality underwhelming—just as good as standard Apple wired headphones. Overall decent product but slightly overpriced.
            "
"2108",5,"February 16, 2019","Color: Black",TRUE,"Great quality
            ","Never disappointed but Bose.
            "
"2109",5,"February 9, 2019","Color: Black",TRUE,"Great Boise
            ","Excellent Headphones
            "
"2110",5,"February 5, 2019","Color: White",FALSE,"Great Overall Quality!
            ","Amazing battery life, great sound quality, and extremely comfortable!
            "
"2111",4,"February 4, 2019","Color: Black",TRUE,"Comfortable but flimsy and not loud
            ","Very comfortable and block out noise well. However for the price the materials are flimsy and the sound is quiet.
            "
"2112",5,"January 27, 2019","Color: Black",TRUE,"“Can’t hear you... got my headphones on!”
            ","Best Christmas present from Santa ever!Light weight, great quality, charge fast and come with case.
            "
"2113",5,"January 24, 2019","Color: White",TRUE,"great sound quality
            ","the battery life is excellent.
            "
"2114",4,"January 20, 2019","Color: Black",TRUE,"Comfortable, long range Bluetooth and long battery life, wonderful Bose sound
            ","Super comfortable, long range Bluetooth headphones are awesome. Sound quality is exactly what you’d expect from Bose. I hope they last as the material seems a little flimsy but I don’t use them daily.  Biggest disappointment is the case and cords that come with it. Super cheap and not worth the packing marterial they came in.  Bought third party case which is way more sturdy.  Also, these have zero noise canceling so if you’re looking for that these are not your headphones.  I rarely travel or need noise cancelling so I went with these.  Sound and range of blue tooth are both as,zing. Battery life is really great as well. Recommend!
            "
"2115",5,"January 16, 2019","Color: Black",TRUE,"awesome headphones
            ","After a year of use, these are as great! I’ve had a pair of Bose with cord and the ear pads wore out, these are still perfect. The sound is awesome and the Bluetooth connections easy and very reliable. Battery life is very good and every time you turn them in they tell you the battery life. I’d buy again.
            "
"2116",5,"January 8, 2019","Color: White",TRUE,"Worth the price
            ","It was everything I expected from Bose they did not disappoint n their more durable than I thought I drop them a few times n they’re still in great condition
            "
"2117",5,"October 6, 2018","Color: Black",TRUE,"nothing
            ","good
            "
